Titel	UBVU-ID	zoomnr	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path	page type
XP.05092_031 (OT)	2,18E+11	VUA005000001_0085_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/126	126	127.jpg	/bis/image/127.jpg	1
XP.05092_032 (OT)	2,18E+11	VUA005000001_0086_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/127	127	128.jpg	/bis/image/128.jpg	1
XP.05092_032a (OT)	2,18E+11	VUA005000001_0087_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/128	128	129.jpg	/bis/image/129.jpg	1
XP.05092_032b (OT)	2,18E+11	VUA005000001_0088_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/129	129	130.jpg	/bis/image/130.jpg	1
XP.05092_033 (OT)	2,18E+11	VUA005000001_0089_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/130	130	131.jpg	/bis/image/131.jpg	1
XP.05092_034 (OT)	2,18E+11	VUA005000001_0090_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/131	131	132.jpg	/bis/image/132.jpg	1
XP.05092_034a (OT)	2,18E+11	VUA005000001_0091_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/132	132	133.jpg	/bis/image/133.jpg	1
XP.05092_034b (OT)	2,18E+11	VUA005000001_0092_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/133	133	134.jpg	/bis/image/134.jpg	1
XP.05092_035 (OT)	2,18E+11	VUA005000001_0093_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/134	134	135.jpg	/bis/image/135.jpg	1
XP.05092_036 (OT)	2,18E+11	VUA005000001_0094_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/135	135	136.jpg	/bis/image/136.jpg	1
XP.05092_036a (OT)	2,18E+11	VUA005000001_0095_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/136	136	137.jpg	/bis/image/137.jpg	1
XP.05092_036b (OT)	2,18E+11	VUA005000001_0096_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/137	137	138.jpg	/bis/image/138.jpg	1
XP.05092_037 (OT)	2,18E+11	VUA005000001_0097_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/138	138	139.jpg	/bis/image/139.jpg	1
XP.05092_038 (OT)	2,18E+11	VUA005000001_0098_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/139	139	140.jpg	/bis/image/140.jpg	1
XP.05092_038a (OT)	2,18E+11	VUA005000001_0099_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/140	140	141.jpg	/bis/image/141.jpg	1
XP.05092_038b (OT)	2,18E+11	VUA005000001_0100_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/141	141	142.jpg	/bis/image/142.jpg	1
XP.05092_039 (OT)	2,18E+11	VUA005000001_0101_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/142	142	143.jpg	/bis/image/143.jpg	1
XP.05092_040 (OT)	2,18E+11	VUA005000001_0102_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/143	143	144.jpg	/bis/image/144.jpg	1
XP.05092_040a (OT)	2,18E+11	VUA005000001_0103_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/144	144	145.jpg	/bis/image/145.jpg	1
XP.05092_040b (OT)	2,18E+11	VUA005000001_0104_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/145	145	146.jpg	/bis/image/146.jpg	1
XP.05092_041 (OT)	2,18E+11	VUA005000001_0105_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/146	146	147.jpg	/bis/image/147.jpg	1
XP.05092_042 (OT)	2,18E+11	VUA005000001_0106_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/147	147	148.jpg	/bis/image/148.jpg	1
XP.05092_042a (OT)	2,18E+11	VUA005000001_0107_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/148	148	149.jpg	/bis/image/149.jpg	1
XP.05092_042b (OT)	2,18E+11	VUA005000001_0108_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/149	149	150.jpg	/bis/image/150.jpg	1
XP.05092_043 (OT)	2,18E+11	VUA005000001_0109_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/150	150	151.jpg	/bis/image/151.jpg	1
XP.05092_044 (OT)	2,18E+11	VUA005000001_0110_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/151	151	152.jpg	/bis/image/152.jpg	1
XP.05092_044a (OT)	2,18E+11	VUA005000001_0111_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/152	152	153.jpg	/bis/image/153.jpg	1
XP.05092_044b (OT)	2,18E+11	VUA005000001_0112_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/153	153	154.jpg	/bis/image/154.jpg	1
XP.05092_045 (OT)	2,18E+11	VUA005000001_0113_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/154	154	155.jpg	/bis/image/155.jpg	1
XP.05092_046 (OT)	2,18E+11	VUA005000001_0114_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/155	155	156.jpg	/bis/image/156.jpg	1
XP.05092_046a (OT)	2,18E+11	VUA005000001_0115_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/156	156	157.jpg	/bis/image/157.jpg	1
XP.05092_046b (OT)	2,18E+11	VUA005000001_0116_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/157	157	158.jpg	/bis/image/158.jpg	1
XP.05092_047 (OT)	2,18E+11	VUA005000001_0117_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/158	158	159.jpg	/bis/image/159.jpg	1
XP.05092_048 (OT)	2,18E+11	VUA005000001_0118_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/159	159	160.jpg	/bis/image/160.jpg	1
XP.05092_048a (OT)	2,18E+11	VUA005000001_0119_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/160	160	161.jpg	/bis/image/161.jpg	1
XP.05092_048b (OT)	2,18E+11	VUA005000001_0120_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/161	161	162.jpg	/bis/image/162.jpg	1
XP.05092_049 (OT)	2,18E+11	VUA005000001_0121_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/162	162	163.jpg	/bis/image/163.jpg	1
XP.05092_050 (OT)	2,18E+11	VUA005000001_0122_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/163	163	164.jpg	/bis/image/164.jpg	1
XP.05092_050a (OT)	2,18E+11	VUA005000001_0123_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/164	164	165.jpg	/bis/image/165.jpg	1
XP.05092_050b (OT)	2,18E+11	VUA005000001_0124_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/165	165	166.jpg	/bis/image/166.jpg	1
XP.05092_051 (OT)	2,18E+11	VUA005000001_0125_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/166	166	167.jpg	/bis/image/167.jpg	1
XP.05092_052 (OT)	2,18E+11	VUA005000001_0126_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/167	167	168.jpg	/bis/image/168.jpg	1
XP.05092_052a (OT)	2,18E+11	VUA005000001_0127_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/168	168	169.jpg	/bis/image/169.jpg	1
XP.05092_052b (OT)	2,18E+11	VUA005000001_0128_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/169	169	170.jpg	/bis/image/170.jpg	1
XP.05092_053 (OT)	2,18E+11	VUA005000001_0129_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/170	170	171.jpg	/bis/image/171.jpg	1
XP.05092_054 (OT)	2,18E+11	VUA005000001_0130_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/171	171	172.jpg	/bis/image/172.jpg	1
XP.05092_054a (OT)	2,18E+11	VUA005000001_0131_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/172	172	173.jpg	/bis/image/173.jpg	1
XP.05092_054b (OT)	2,18E+11	VUA005000001_0132_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/173	173	174.jpg	/bis/image/174.jpg	1
XP.05092_055 (OT)	2,18E+11	VUA005000001_0133_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/174	174	175.jpg	/bis/image/175.jpg	1
XP.05092_056 (OT)	2,18E+11	VUA005000001_0134_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/175	175	176.jpg	/bis/image/176.jpg	1
XP.05092_056a (OT)	2,18E+11	VUA005000001_0135_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/176	176	177.jpg	/bis/image/177.jpg	1
XP.05092_056b (OT)	2,18E+11	VUA005000001_0136_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/177	177	178.jpg	/bis/image/178.jpg	1
XP.05092_057 (OT)	2,18E+11	VUA005000001_0137_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/178	178	179.jpg	/bis/image/179.jpg	1
XP.05092_058 (OT)	2,18E+11	VUA005000001_0138_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/179	179	180.jpg	/bis/image/180.jpg	1
XP.05092_058a (OT)	2,18E+11	VUA005000001_0139_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/180	180	181.jpg	/bis/image/181.jpg	1
XP.05092_058b (OT)	2,18E+11	VUA005000001_0140_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/181	181	182.jpg	/bis/image/182.jpg	1
XP.05092_059 (OT)	2,18E+11	VUA005000001_0141_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/182	182	183.jpg	/bis/image/183.jpg	1
XP.05092_060 (OT)	2,18E+11	VUA005000001_0142_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/183	183	184.jpg	/bis/image/184.jpg	1
XP.05092_060a (OT)	2,18E+11	VUA005000001_0143_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/184	184	185.jpg	/bis/image/185.jpg	1
XP.05092_060b (OT)	2,18E+11	VUA005000001_0144_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/185	185	186.jpg	/bis/image/186.jpg	1
XP.05092_061 (OT)	2,18E+11	VUA005000001_0145_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/186	186	187.jpg	/bis/image/187.jpg	1
XP.05092_062 (OT)	2,18E+11	VUA005000001_0146_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/187	187	188.jpg	/bis/image/188.jpg	1
XP.05092_062a (OT)	2,18E+11	VUA005000001_0147_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/188	188	189.jpg	/bis/image/189.jpg	1
XP.05092_062b (OT)	2,18E+11	VUA005000001_0148_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/189	189	190.jpg	/bis/image/190.jpg	1
XP.05092_063 (OT)	2,18E+11	VUA005000001_0149_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/190	190	191.jpg	/bis/image/191.jpg	1
XP.05092_064 (OT)	2,18E+11	VUA005000001_0150_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/191	191	192.jpg	/bis/image/192.jpg	1
XP.05092_064a (OT)	2,18E+11	VUA005000001_0151_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/192	192	193.jpg	/bis/image/193.jpg	1
XP.05092_064b (OT)	2,18E+11	VUA005000001_0152_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/193	193	194.jpg	/bis/image/194.jpg	1
XP.05092_065 (OT)	2,18E+11	VUA005000001_0153_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/194	194	195.jpg	/bis/image/195.jpg	1
XP.05092_066 (OT)	2,18E+11	VUA005000001_0154_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/195	195	196.jpg	/bis/image/196.jpg	1
XP.05092_066a (OT)	2,18E+11	VUA005000001_0155_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/196	196	197.jpg	/bis/image/197.jpg	1
XP.05092_066b (OT)	2,18E+11	VUA005000001_0156_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/197	197	198.jpg	/bis/image/198.jpg	1
XP.05092_067 (OT)	2,18E+11	VUA005000001_0157_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/198	198	199.jpg	/bis/image/199.jpg	1
XP.05092_068 (OT)	2,18E+11	VUA005000001_0158_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/199	199	200.jpg	/bis/image/200.jpg	1
XP.05092_068a (OT)	2,18E+11	VUA005000001_0159_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/200	200	201.jpg	/bis/image/201.jpg	1
XP.05092_068b (OT)	2,18E+11	VUA005000001_0160_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/201	201	202.jpg	/bis/image/202.jpg	1
XP.05092_069 (OT)	2,18E+11	VUA005000001_0161_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/202	202	203.jpg	/bis/image/203.jpg	1
XP.05092_070 (OT)	2,18E+11	VUA005000001_0162_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/203	203	204.jpg	/bis/image/204.jpg	1
XP.05092_070a (OT)	2,18E+11	VUA005000001_0163_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/204	204	205.jpg	/bis/image/205.jpg	1
XP.05092_070b (OT)	2,18E+11	VUA005000001_0164_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/205	205	206.jpg	/bis/image/206.jpg	1
XP.05092_071 (OT)	2,18E+11	VUA005000001_0165_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/206	206	207.jpg	/bis/image/207.jpg	1
XP.05092_072 (OT)	2,18E+11	VUA005000001_0166_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/207	207	208.jpg	/bis/image/208.jpg	1
XP.05092_072a (OT)	2,18E+11	VUA005000001_0167_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/208	208	209.jpg	/bis/image/209.jpg	1
XP.05092_072b (OT)	2,18E+11	VUA005000001_0168_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/209	209	210.jpg	/bis/image/210.jpg	1
XP.05092_073 (OT)	2,18E+11	VUA005000001_0169_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/210	210	211.jpg	/bis/image/211.jpg	1
XP.05092_074 (OT)	2,18E+11	VUA005000001_0170_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/211	211	212.jpg	/bis/image/212.jpg	1
XP.05092_074a (OT)	2,18E+11	VUA005000001_0171_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/212	212	213.jpg	/bis/image/213.jpg	1
XP.05092_074b (OT)	2,18E+11	VUA005000001_0172_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/213	213	214.jpg	/bis/image/214.jpg	1
XP.05092_075 (OT)	2,18E+11	VUA005000001_0173_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/214	214	215.jpg	/bis/image/215.jpg	1
XP.05092_076 (OT)	2,18E+11	VUA005000001_0174_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/215	215	216.jpg	/bis/image/216.jpg	1
XP.05092_076a (OT)	2,18E+11	VUA005000001_0175_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/216	216	217.jpg	/bis/image/217.jpg	1
XP.05092_076b (OT)	2,18E+11	VUA005000001_0176_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/217	217	218.jpg	/bis/image/218.jpg	1
XP.05092_077 (OT)	2,18E+11	VUA005000001_0177_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/218	218	219.jpg	/bis/image/219.jpg	1
XP.05092_078 (OT)	2,18E+11	VUA005000001_0178_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/219	219	220.jpg	/bis/image/220.jpg	1
XP.05092_078a (OT)	2,18E+11	VUA005000001_0179_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/220	220	221.jpg	/bis/image/221.jpg	1
XP.05092_078b (OT)	2,18E+11	VUA005000001_0180_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/221	221	222.jpg	/bis/image/222.jpg	1
XP.05092_079 (OT)	2,18E+11	VUA005000001_0181_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/222	222	223.jpg	/bis/image/223.jpg	1
XP.05092_080 (OT)	2,18E+11	VUA005000001_0182_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/223	223	224.jpg	/bis/image/224.jpg	1
XP.05092_080a (OT)	2,18E+11	VUA005000001_0183_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/224	224	225.jpg	/bis/image/225.jpg	1
XP.05092_080b (OT)	2,18E+11	VUA005000001_0184_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/225	225	226.jpg	/bis/image/226.jpg	1
XP.05092_081 (OT)	2,18E+11	VUA005000001_0185_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/226	226	227.jpg	/bis/image/227.jpg	1
XP.05092_082 (OT)	2,18E+11	VUA005000001_0186_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/227	227	228.jpg	/bis/image/228.jpg	1
XP.05092_082a (OT)	2,18E+11	VUA005000001_0187_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/228	228	229.jpg	/bis/image/229.jpg	1
XP.05092_082b (OT)	2,18E+11	VUA005000001_0188_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/229	229	230.jpg	/bis/image/230.jpg	1
XP.05092_083 (OT)	2,18E+11	VUA005000001_0189_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/230	230	231.jpg	/bis/image/231.jpg	1
XP.05092_084 (OT)	2,18E+11	VUA005000001_0190_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/231	231	232.jpg	/bis/image/232.jpg	1
XP.05092_084a (OT)	2,18E+11	VUA005000001_0191_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/232	232	233.jpg	/bis/image/233.jpg	1
XP.05092_084b (OT)	2,18E+11	VUA005000001_0192_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/233	233	234.jpg	/bis/image/234.jpg	1
XP.05092_085 (OT)	2,18E+11	VUA005000001_0193_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/234	234	235.jpg	/bis/image/235.jpg	1
XP.05092_086 (OT)	2,18E+11	VUA005000001_0194_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/235	235	236.jpg	/bis/image/236.jpg	1
XP.05092_086a(OT)	2,18E+11	VUA005000001_0195_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/236	236	237.jpg	/bis/image/237.jpg	1
XP.05092_086b (OT)	2,18E+11	VUA005000001_0196_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/237	237	238.jpg	/bis/image/238.jpg	1
XP.05092_087 (OT)	2,18E+11	VUA005000001_0197_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/238	238	239.jpg	/bis/image/239.jpg	1
XP.05092_088 (OT)	2,18E+11	VUA005000001_0198_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/239	239	240.jpg	/bis/image/240.jpg	1
XP.05092_089 (OT)	2,18E+11	VUA005000001_0199_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/240	240	241.jpg	/bis/image/241.jpg	1
XP.05092_090 (OT)	2,18E+11	VUA005000001_0200_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/241	241	242.jpg	/bis/image/242.jpg	1
XP.05092_090a (OT)	2,18E+11	VUA005000001_0201_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/242	242	243.jpg	/bis/image/243.jpg	1
XP.05092_090b (OT)	2,18E+11	VUA005000001_0202_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/243	243	244.jpg	/bis/image/244.jpg	1
XP.05092_091 (OT)	2,18E+11	VUA005000001_0203_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/244	244	245.jpg	/bis/image/245.jpg	1
XP.05092_092 (OT)	2,18E+11	VUA005000001_0206_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/245	245	246.jpg	/bis/image/246.jpg	1
XP.05092_092a (OT)	2,18E+11	VUA005000001_0207_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/246	246	247.jpg	/bis/image/247.jpg	1
XP.05092_092b (OT)	2,18E+11	VUA005000001_0208_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/247	247	248.jpg	/bis/image/248.jpg	1
XP.05092_093 (OT)	2,18E+11	VUA005000001_0209_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/248	248	249.jpg	/bis/image/249.jpg	1
XP.05092_094 (OT)	2,18E+11	VUA005000001_0210_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/249	249	250.jpg	/bis/image/250.jpg	1
XP.05092_095 (OT)	2,18E+11	VUA005000001_0211_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/250	250	251.jpg	/bis/image/251.jpg	1
XP.05092_096 (OT)	2,18E+11	VUA005000001_0212_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/251	251	252.jpg	/bis/image/252.jpg	1
XP.05092_096a (OT)	2,18E+11	VUA005000001_0213_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/252	252	253.jpg	/bis/image/253.jpg	1
XP.05092_096b (OT)	2,18E+11	VUA005000001_0214_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/253	253	254.jpg	/bis/image/254.jpg	1
XP.05092_097 (OT)	2,18E+11	VUA005000001_0215_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/254	254	255.jpg	/bis/image/255.jpg	1
XP.05092_098 (OT)	2,18E+11	VUA005000001_0216_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/255	255	256.jpg	/bis/image/256.jpg	1
XP.05092_098a (OT)	2,18E+11	VUA005000001_0217_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/256	256	257.jpg	/bis/image/257.jpg	1
XP.05092_098b (OT)	2,18E+11	VUA005000001_0218_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/257	257	258.jpg	/bis/image/258.jpg	1
XP.05092_099 (OT)	2,18E+11	VUA005000001_0219_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/258	258	259.jpg	/bis/image/259.jpg	1
XP.05092_100 (OT)	2,18E+11	VUA005000001_0220_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/259	259	260.jpg	/bis/image/260.jpg	1
XP.05092_100a (OT)	2,18E+11	VUA005000001_0221_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/260	260	261.jpg	/bis/image/261.jpg	1
