Titel	UBVU-ID	zoomnr	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path	page type
XP.05092_100b (OT)	2,18E+11	VUA005000001_0222_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/261	261	262.jpg	/bis/image/262.jpg	1
XP.05092_101 (OT)	2,18E+11	VUA005000001_0223_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/262	262	263.jpg	/bis/image/263.jpg	1
XP.05092_102 (OT)	2,18E+11	VUA005000001_0224_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/263	263	264.jpg	/bis/image/264.jpg	1
XP.05092_102a (OT)	2,18E+11	VUA005000001_0225_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/264	264	265.jpg	/bis/image/265.jpg	1
XP.05092_102b (OT)	2,18E+11	VUA005000001_0226_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/265	265	266.jpg	/bis/image/266.jpg	1
XP.05092_102c (OT)	2,18E+11	VUA005000001_0227_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/266	266	267.jpg	/bis/image/267.jpg	1
XP.05092_102d (OT)	2,18E+11	VUA005000001_0228_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/267	267	268.jpg	/bis/image/268.jpg	1
XP.05092_103 (OT)	2,18E+11	VUA005000001_0229_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/268	268	269.jpg	/bis/image/269.jpg	1
XP.05092_104 (OT)	2,18E+11	VUA005000001_0230_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/269	269	270.jpg	/bis/image/270.jpg	1
XP.05092_104a (OT)	2,18E+11	VUA005000001_0231_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/270	270	271.jpg	/bis/image/271.jpg	1
XP.05092_104b (OT)	2,18E+11	VUA005000001_0232_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/271	271	272.jpg	/bis/image/272.jpg	1
XP.05092_105 (OT)	2,18E+11	VUA005000001_0233_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/272	272	273.jpg	/bis/image/273.jpg	1
XP.05092_106 (OT)	2,18E+11	VUA005000001_0234_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/273	273	274.jpg	/bis/image/274.jpg	1
XP.05092_106a (OT)	2,18E+11	VUA005000001_0235_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/274	274	275.jpg	/bis/image/275.jpg	1
XP.05092_106b (OT)	2,18E+11	VUA005000001_0236_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/275	275	276.jpg	/bis/image/276.jpg	1
XP.05092_107 (OT)	2,18E+11	VUA005000001_0237_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/276	276	277.jpg	/bis/image/277.jpg	1
XP.05092_108 (OT)	2,18E+11	VUA005000001_0238_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/277	277	278.jpg	/bis/image/278.jpg	1
XP.05092_108a (OT)	2,18E+11	VUA005000001_0239_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/278	278	279.jpg	/bis/image/279.jpg	1
XP.05092_108b (OT)	2,18E+11	VUA005000001_0240_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/279	279	280.jpg	/bis/image/280.jpg	1
XP.05092_108c (OT)	2,18E+11	VUA005000001_0241_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/280	280	281.jpg	/bis/image/281.jpg	1
XP.05092_108d (OT)	2,18E+11	VUA005000001_0242_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/281	281	282.jpg	/bis/image/282.jpg	1
XP.05092_109 (OT)	2,18E+11	VUA005000001_0243_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/282	282	283.jpg	/bis/image/283.jpg	1
XP.05092_110 (OT)	2,18E+11	VUA005000001_0244_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/283	283	284.jpg	/bis/image/284.jpg	1
XP.05092_110a (OT)	2,18E+11	VUA005000001_0245_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/284	284	285.jpg	/bis/image/285.jpg	1
XP.05092_110b (OT)	2,18E+11	VUA005000001_0246_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/285	285	286.jpg	/bis/image/286.jpg	1
XP.05092_111 (OT)	2,18E+11	VUA005000001_0247_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/286	286	287.jpg	/bis/image/287.jpg	1
XP.05092_112 (OT)	2,18E+11	VUA005000001_0248_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/287	287	288.jpg	/bis/image/288.jpg	1
XP.05092_112a (OT)	2,18E+11	VUA005000001_0249_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/288	288	289.jpg	/bis/image/289.jpg	1
XP.05092_112b (OT)	2,18E+11	VUA005000001_0250_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/289	289	290.jpg	/bis/image/290.jpg	1
XP.05092_112c (OT)	2,18E+11	VUA005000001_0251_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/290	290	291.jpg	/bis/image/291.jpg	1
XP.05092_112d (OT)	2,18E+11	VUA005000001_0252_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/291	291	292.jpg	/bis/image/292.jpg	1
XP.05092_113 (OT)	2,18E+11	VUA005000001_0253_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/292	292	293.jpg	/bis/image/293.jpg	1
XP.05092_114 (OT)	2,18E+11	VUA005000001_0254_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/293	293	294.jpg	/bis/image/294.jpg	1
XP.05092_115 (OT)	2,18E+11	VUA005000001_0255_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/294	294	295.jpg	/bis/image/295.jpg	1
XP.05092_116 (OT)	2,18E+11	VUA005000001_0256_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/295	295	296.jpg	/bis/image/296.jpg	1
XP.05092_116a (OT)	2,18E+11	VUA005000001_0257_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/296	296	297.jpg	/bis/image/297.jpg	1
XP.05092_116b (OT)	2,18E+11	VUA005000001_0258_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/297	297	298.jpg	/bis/image/298.jpg	1
XP.05092_117 (OT)	2,18E+11	VUA005000001_0259_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/298	298	299.jpg	/bis/image/299.jpg	1
XP.05092_118 (OT)	2,18E+11	VUA005000001_0260_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/299	299	300.jpg	/bis/image/300.jpg	1
XP.05092_118a (OT)	2,18E+11	VUA005000001_0261_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/300	300	301.jpg	/bis/image/301.jpg	1
XP.05092_118b (OT)	2,18E+11	VUA005000001_0262_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/301	301	302.jpg	/bis/image/302.jpg	1
XP.05092_119 (OT)	2,18E+11	VUA005000001_0263_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/302	302	303.jpg	/bis/image/303.jpg	1
XP.05092_120 (OT)	2,18E+11	VUA005000001_0264_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/303	303	304.jpg	/bis/image/304.jpg	1
XP.05092_120a (OT)	2,18E+11	VUA005000001_0265_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/304	304	305.jpg	/bis/image/305.jpg	1
XP.05092_120b (OT)	2,18E+11	VUA005000001_0266_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/305	305	306.jpg	/bis/image/306.jpg	1
XP.05092_121 (OT)	2,18E+11	VUA005000001_0267_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/306	306	307.jpg	/bis/image/307.jpg	1
XP.05092_122 (OT)	2,18E+11	VUA005000001_0268_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/307	307	308.jpg	/bis/image/308.jpg	1
XP.05092_122a (OT)	2,18E+11	VUA005000001_0269_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/308	308	309.jpg	/bis/image/309.jpg	1
XP.05092_122b (OT)	2,18E+11	VUA005000001_0270_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/309	309	310.jpg	/bis/image/310.jpg	1
XP.05092_123 (OT)	2,18E+11	VUA005000001_0271_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/310	310	311.jpg	/bis/image/311.jpg	1
XP.05092_124 (OT)	2,18E+11	VUA005000001_0272_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/311	311	312.jpg	/bis/image/312.jpg	1
XP.05092_124a (OT)	2,18E+11	VUA005000001_0273_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/312	312	313.jpg	/bis/image/313.jpg	1
XP.05092_124b (OT)	2,18E+11	VUA005000001_0274_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/313	313	314.jpg	/bis/image/314.jpg	1
XP.05092_124c (OT)	2,18E+11	VUA005000001_0275_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/314	314	315.jpg	/bis/image/315.jpg	1
XP.05092_124d (OT)	2,18E+11	VUA005000001_0276_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/315	315	316.jpg	/bis/image/316.jpg	1
XP.05092_125 (OT)	2,18E+11	VUA005000001_0277_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/316	316	317.jpg	/bis/image/317.jpg	1
XP.05092_126 (OT)	2,18E+11	VUA005000001_0278_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/317	317	318.jpg	/bis/image/318.jpg	1
XP.05092_126a (OT)	2,18E+11	VUA005000001_0279_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/318	318	319.jpg	/bis/image/319.jpg	1
XP.05092_126b (OT)	2,18E+11	VUA005000001_0280_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/319	319	320.jpg	/bis/image/320.jpg	1
XP.05092_127 (OT)	2,18E+11	VUA005000001_0281_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/320	320	321.jpg	/bis/image/321.jpg	1
XP.05092_128 (OT)	2,18E+11	VUA005000001_0282_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/321	321	322.jpg	/bis/image/322.jpg	1
XP.05092_128a (OT)	2,18E+11	VUA005000001_0283_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/322	322	323.jpg	/bis/image/323.jpg	1
XP.05092_128b (OT)	2,18E+11	VUA005000001_0284_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/323	323	324.jpg	/bis/image/324.jpg	1
XP.05092_129 (OT)	2,18E+11	VUA005000001_0285_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/324	324	325.jpg	/bis/image/325.jpg	1
XP.05092_130 (OT)	2,18E+11	VUA005000001_0286_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/325	325	326.jpg	/bis/image/326.jpg	1
XP.05092_130a (OT)	2,18E+11	VUA005000001_0287_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/326	326	327.jpg	/bis/image/327.jpg	1
XP.05092_130b (OT)	2,18E+11	VUA005000001_0288_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/327	327	328.jpg	/bis/image/328.jpg	1
XP.05092_131 (OT)	2,18E+11	VUA005000001_0289_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/328	328	329.jpg	/bis/image/329.jpg	1
XP.05092_132 (OT)	2,18E+11	VUA005000001_0290_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/329	329	330.jpg	/bis/image/330.jpg	1
XP.05092_132a (OT)	2,18E+11	VUA005000001_0291_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/330	330	331.jpg	/bis/image/331.jpg	1
XP.05092_132b (OT)	2,18E+11	VUA005000001_0292_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/331	331	332.jpg	/bis/image/332.jpg	1
XP.05092_133 (OT)	2,18E+11	VUA005000001_0293_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/332	332	333.jpg	/bis/image/333.jpg	1
XP.05092_134 (OT)	2,18E+11	VUA005000001_0294_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/333	333	334.jpg	/bis/image/334.jpg	1
XP.05092_134a (OT)	2,18E+11	VUA005000001_0295_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/334	334	335.jpg	/bis/image/335.jpg	1
XP.05092_134b (OT)	2,18E+11	VUA005000001_0296_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/335	335	336.jpg	/bis/image/336.jpg	1
XP.05092_135 (OT)	2,18E+11	VUA005000001_0297_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/336	336	337.jpg	/bis/image/337.jpg	1
XP.05092_136 (OT)	2,18E+11	VUA005000001_0298_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/337	337	338.jpg	/bis/image/338.jpg	1
XP.05092_136a (OT)	2,18E+11	VUA005000001_0299_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/338	338	339.jpg	/bis/image/339.jpg	1
XP.05092_136b (OT)	2,18E+11	VUA005000001_0300_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/339	339	340.jpg	/bis/image/340.jpg	1
XP.05092_137 (OT)	2,18E+11	VUA005000001_0301_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/340	340	341.jpg	/bis/image/341.jpg	1
XP.05092_138 (OT)	2,18E+11	VUA005000001_0302_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/341	341	342.jpg	/bis/image/342.jpg	1
XP.05092_139 (OT)	2,18E+11	VUA005000001_0303_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/342	342	343.jpg	/bis/image/343.jpg	1
XP.05092_140 (OT)	2,18E+11	VUA005000001_0304_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/343	343	344.jpg	/bis/image/344.jpg	1
XP.05092_140a (OT)	2,18E+11	VUA005000001_0305_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/344	344	345.jpg	/bis/image/345.jpg	1
XP.05092_140b (OT)	2,18E+11	VUA005000001_0306_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/345	345	346.jpg	/bis/image/346.jpg	1
XP.05092_141 (OT)	2,18E+11	VUA005000001_0307_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/346	346	347.jpg	/bis/image/347.jpg	1
XP.05092_142 (OT)	2,18E+11	VUA005000001_0308_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/347	347	348.jpg	/bis/image/348.jpg	1
XP.05092_142a (OT)	2,18E+11	VUA005000001_0309_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/348	348	349.jpg	/bis/image/349.jpg	1
XP.05092_142b (OT)	2,18E+11	VUA005000001_0310_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/349	349	350.jpg	/bis/image/350.jpg	1
XP.05092_143 (OT)	2,18E+11	VUA005000001_0311_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/350	350	351.jpg	/bis/image/351.jpg	1
XP.05092_144 (OT)	2,18E+11	VUA005000001_0312_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/351	351	352.jpg	/bis/image/352.jpg	1
XP.05092_144a (OT)	2,18E+11	VUA005000001_0313_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/352	352	353.jpg	/bis/image/353.jpg	1
XP.05092_144b (OT)	2,18E+11	VUA005000001_0314_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/353	353	354.jpg	/bis/image/354.jpg	1
XP.05092_145 (OT)	2,18E+11	VUA005000001_0315_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/354	354	355.jpg	/bis/image/355.jpg	1
XP.05092_146 (OT)	2,18E+11	VUA005000001_0316_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/355	355	356.jpg	/bis/image/356.jpg	1
XP.05092_146a (OT)	2,18E+11	VUA005000001_0317_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/356	356	357.jpg	/bis/image/357.jpg	1
XP.05092_146b (OT)	2,18E+11	VUA005000001_0318_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/357	357	358.jpg	/bis/image/358.jpg	1
XP.05092_147 (OT)	2,18E+11	VUA005000001_0319_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/358	358	359.jpg	/bis/image/359.jpg	1
XP.05092_148 (OT)	2,18E+11	VUA005000001_0320_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/359	359	360.jpg	/bis/image/360.jpg	1
XP.05092_148a (OT)	2,18E+11	VUA005000001_0321_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/360	360	361.jpg	/bis/image/361.jpg	1
XP.05092_148b (OT)	2,18E+11	VUA005000001_0322_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/361	361	362.jpg	/bis/image/362.jpg	1
XP.05092_148c (OT)	2,18E+11	VUA005000001_0323_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/362	362	363.jpg	/bis/image/363.jpg	1
XP.05092_148d (OT)	2,18E+11	VUA005000001_0324_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/363	363	364.jpg	/bis/image/364.jpg	1
XP.05092_148e (OT)	2,18E+11	VUA005000001_0325_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/364	364	365.jpg	/bis/image/365.jpg	1
XP.05092_148f (OT)	2,18E+11	VUA005000001_0326_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/365	365	366.jpg	/bis/image/366.jpg	1
XP.05092_149 (OT)	2,18E+11	VUA005000001_0327_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/366	366	367.jpg	/bis/image/367.jpg	1
XP.05092_150 (OT)	2,18E+11	VUA005000001_0328_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/367	367	368.jpg	/bis/image/368.jpg	1
XP.05092_150a (OT)	2,18E+11	VUA005000001_0329_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/368	368	369.jpg	/bis/image/369.jpg	1
XP.05092_150b (OT)	2,18E+11	VUA005000001_0330_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/369	369	370.jpg	/bis/image/370.jpg	1
XP.05092_150c (OT)	2,18E+11	VUA005000001_0331_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/370	370	371.jpg	/bis/image/371.jpg	1
XP.05092_150d (OT)	2,18E+11	VUA005000001_0332_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/371	371	372.jpg	/bis/image/372.jpg	1
XP.05092_151 (OT)	2,18E+11	VUA005000001_0333_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/372	372	373.jpg	/bis/image/373.jpg	1
XP.05092_152 (OT)	2,18E+11	VUA005000001_0334_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/373	373	374.jpg	/bis/image/374.jpg	1
XP.05092_152a (OT)	2,18E+11	VUA005000001_0335_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/374	374	375.jpg	/bis/image/375.jpg	1
XP.05092_152b (OT)	2,18E+11	VUA005000001_0336_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/375	375	376.jpg	/bis/image/376.jpg	1
XP.05092_153 (OT)	2,18E+11	VUA005000001_0337_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/376	376	377.jpg	/bis/image/377.jpg	1
XP.05092_154 (OT)	2,18E+11	VUA005000001_0338_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/377	377	378.jpg	/bis/image/378.jpg	1
XP.05092_154a (OT)	2,18E+11	VUA005000001_0339_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/378	378	379.jpg	/bis/image/379.jpg	1
XP.05092_154b (OT)	2,18E+11	VUA005000001_0340_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/379	379	380.jpg	/bis/image/380.jpg	1
XP.05092_155 (OT)	2,18E+11	VUA005000001_0341_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/380	380	381.jpg	/bis/image/381.jpg	1
XP.05092_156 (OT)	2,18E+11	VUA005000001_0342_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/381	381	382.jpg	/bis/image/382.jpg	1
XP.05092_156a (OT)	2,18E+11	VUA005000001_0343_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/382	382	383.jpg	/bis/image/383.jpg	1
XP.05092_156b (OT)	2,18E+11	VUA005000001_0344_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/383	383	384.jpg	/bis/image/384.jpg	1
XP.05092_156c (OT)	2,18E+11	VUA005000001_0345_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/384	384	385.jpg	/bis/image/385.jpg	1
XP.05092_156d (OT)	2,18E+11	VUA005000001_0346_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/385	385	386.jpg	/bis/image/386.jpg	1
XP.05092_157 (OT)	2,18E+11	VUA005000001_0347_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/386	386	387.jpg	/bis/image/387.jpg	1
XP.05092_158 (OT)	2,18E+11	VUA005000001_0348_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/387	387	388.jpg	/bis/image/388.jpg	1
XP.05092_158a (OT)	2,18E+11	VUA005000001_0349_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/388	388	389.jpg	/bis/image/389.jpg	1
XP.05092_158b (OT)	2,18E+11	VUA005000001_0350_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/389	389	390.jpg	/bis/image/390.jpg	1
XP.05092_159 (OT)	2,18E+11	VUA005000001_0351_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/390	390	391.jpg	/bis/image/391.jpg	1
XP.05092_160 (OT)	2,18E+11	VUA005000001_0352_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/391	391	392.jpg	/bis/image/392.jpg	1
XP.05092_160a (OT)	2,18E+11	VUA005000001_0353_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/392	392	393.jpg	/bis/image/393.jpg	1
XP.05092_160b (OT)	2,18E+11	VUA005000001_0354_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/393	393	394.jpg	/bis/image/394.jpg	1
XP.05092_161 (OT)	2,18E+11	VUA005000001_0355_R	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/394	394	395.jpg	/bis/image/395.jpg	1
XP.05092_162 (OT)	2,18E+11	VUA005000001_0356_L	19-5-2014	19-5-2014	http://cdm-vu.oclc.nl:80/cdm/ref/collection/bis/id/395	395	396.jpg	/bis/image/396.jpg	1
